Headline,Source,Published,Team Name,Type,Uploaded By,Video ID,Published Platform,Published URL
Headline_78e399835958,https://obfuscated.source.example/8ad5e7ecba75de80,No,Unknown,interview,Deepika Uniyal (QA testaing.com),553281376,,
Headline_9cbecccfbdd1,https://obfuscated.source.example/325f7d706ae24a59,No,Unknown,interview,Deepika Uniyal (QA testaing.com),92120297,,
Headline_53bdb95be1e4,https://obfuscated.source.example/cc8d1f04b24d169a,No,Unknown,interview,Sumit (Frammer),364555057,,
Headline_6eda8a6d771e,https://obfuscated.source.example/9178d31d1cfaa59b,No,Unknown,interview,Sumit (Frammer),848395253,,
Headline_a6f5e7e332c4,https://obfuscated.source.example/51af3d7ba1b4ab98,No,Unknown,debate,Sumit (Frammer),24175262,,
Headline_925532b3752f,https://obfuscated.source.example/09314dba218f1229,No,Unknown,debate,Sumit (Frammer),356698279,,
Headline_1a9a4ae58172,https://obfuscated.source.example/75142fe63d24a3d5,No,Unknown,debate,Sumit (Frammer),50726301,,
Headline_fe8aec8cab94,https://obfuscated.source.example/d4b8c3d3878781b3,No,Unknown,interview,Deepika Uniyal (QA testaing.com),320935551,,
Headline_7f83fd2abbae,https://obfuscated.source.example/bdfe4f240f7ae047,No,Unknown,interview,Deepika Uniyal (QA testaing.com),464185478,,
Headline_26375db088e9,https://obfuscated.source.example/3e6e823086e9cf55,No,Unknown,interview,Deepika Uniyal (QA testaing.com),290161886,,
Headline_0d62a4d7a608,https://obfuscated.source.example/2324a3fbc9da81c6,No,Unknown,interview,Deepika Uniyal (QA testaing.com),216332760,,
Headline_870e9da71e5b,https://obfuscated.source.example/4a644886f33235f5,No,Unknown,interview,Deepika Uniyal (QA testaing.com),229614528,,
Headline_016e50399e9e,https://obfuscated.source.example/0f43c8aecbb72b51,No,Unknown,interview,Deepika Uniyal (QA testaing.com),123852960,,
Headline_04cf09495436,https://obfuscated.source.example/cac0f5c72e64bde2,No,Unknown,interview,Deepika Uniyal (QA testaing.com),713357592,,
Headline_300f15abfd56,https://obfuscated.source.example/d27063e0514eec03,No,Unknown,interview,Deepika Uniyal (QA testaing.com),73422286,,
Headline_9369c4574e87,https://obfuscated.source.example/a64755959e0d5e8a,No,Unknown,interview,Deepika Uniyal (QA testaing.com),115701623,,
Headline_9588c644b7ef,https://obfuscated.source.example/8ce05577f10c22cf,No,Unknown,special reports,Deepika Uniyal (QA testaing.com),313652047,,
Headline_e4565c6f8754,https://obfuscated.source.example/c2956ec958625e28,No,Unknown,special reports,Deepika Uniyal (QA testaing.com),720319972,,
Headline_fed5d3daf2cb,https://obfuscated.source.example/816da70a826940b0,No,Unknown,special reports,Deepika Uniyal (QA testaing.com),385678800,,
Headline_ad3e1ec58239,https://obfuscated.source.example/7c27385f8a739e16,No,Unknown,press conference,Deepika Uniyal (QA testaing.com),855510349,,
Headline_a41aa779dd49,https://obfuscated.source.example/ec9bc601c3002bbc,No,Unknown,interview,Deepika Uniyal (QA testaing.com),616435522,,
Headline_b687ecead271,https://obfuscated.source.example/a7e5626a64e7350b,No,Unknown,press conference,Deepika Uniyal (QA testaing.com),925978798,,
Headline_d52106e60f78,https://obfuscated.source.example/a4206c1c9b57e34f,No,Unknown,press conference,Deepika Uniyal (QA testaing.com),793559940,,
Headline_eecc206e8d4e,https://obfuscated.source.example/1acb12b09f29ddac,No,Unknown,debate,Deepika Uniyal (QA testaing.com),760119209,,
Headline_1a4140dffe72,https://obfuscated.source.example/96acd55259fb981a,No,Unknown,interview,Deepika Uniyal (QA testaing.com),116651429,,
Headline_19742f7fc180,https://obfuscated.source.example/7853c1948dbfcab1,No,Unknown,interview,Deepika Uniyal (QA testaing.com),643884297,,
Headline_5516687d354c,https://obfuscated.source.example/ba2860489c307c59,No,Unknown,news bulletin,Deepika Uniyal (QA testaing.com),45389803,,
Headline_c51485455389,https://obfuscated.source.example/0935d2f1e8ef7b7f,No,Unknown,news bulletin,Deepika Uniyal (QA testaing.com),65517819,,
Headline_589e691405a3,https://obfuscated.source.example/4bf64016c0ece800,No,Unknown,press conference,Deepika Uniyal (QA testaing.com),992325719,,
Headline_c95f10536f9f,https://obfuscated.source.example/944b1fc071aaf90b,No,Unknown,debate,Deepika Uniyal (QA testaing.com),730578380,,
Headline_1381509bc537,https://obfuscated.source.example/4c3371a320b3b3b3,No,Unknown,news bulletin,Deepika Uniyal (QA testaing.com),873641937,,
Headline_1ed61feee0bc,https://obfuscated.source.example/81c1e2596267b053,No,Unknown,interview,Deepika Uniyal (QA testaing.com),983870290,,
,https://obfuscated.source.example/6f5126d1315d51d9,No,Unknown,speech,Alok Rai,592498471,,
Headline_e322fed8a688,https://obfuscated.source.example/16b5ca7399c4b87e,No,Unknown,news bulletin,Richa,708133428,,
Headline_96cacd69b2b6,https://obfuscated.source.example/2c461a4d283e012b,No,Unknown,news bulletin,Richa,445276096,,
Headline_b157f143563a,https://obfuscated.source.example/b73842b7783fa609,No,Unknown,news bulletin,Richa,488115677,,
Headline_4d5857638672,https://obfuscated.source.example/d6710440585ea0fc,No,Unknown,news bulletin,Richa,861682038,,
Headline_92b0ef2d71f3,https://obfuscated.source.example/922f5316e1ac6321,No,Unknown,news bulletin,Richa,804334628,,
Headline_6689d430b617,https://obfuscated.source.example/96ba7f1550399918,No,Unknown,news bulletin,Richa,535621916,,
Headline_5e6e5e1941b3,https://obfuscated.source.example/9d8279ef2f2cced7,No,Unknown,news bulletin,Richa,346257480,,
Headline_9c1f04134fab,https://obfuscated.source.example/ac41d2fcd24758e6,No,Unknown,news bulletin,Richa,177483920,,
Headline_1d7db1f43a65,https://obfuscated.source.example/2b81dafdc8740099,No,Unknown,news bulletin,Richa,61711200,,
Headline_1e3288250663,https://obfuscated.source.example/2b81dafdc8740099,No,Unknown,news bulletin,Ravi Pratap Rai,573122223,,
Headline_2496973a863f,https://obfuscated.source.example/af928f3d15d17ff6,No,Unknown,debate,Deepika Uniyal (QA testaing.com),550024715,,
Headline_044373a79690,https://obfuscated.source.example/d9df6f14f39782a7,No,Unknown,debate,Deepika Uniyal (QA testaing.com),480686349,,
Headline_d2e9417f98f5,https://obfuscated.source.example/028d6d165b7aa219,No,Unknown,interview,Deepika Uniyal (QA testaing.com),823964023,,
Headline_668f33cd9b63,https://obfuscated.source.example/d1280f78a5e6d8d8,No,Unknown,interview,Abhishek,186066246,,
Headline_5db9e1c5f9d8,https://obfuscated.source.example/0badf5e9bbb89553,No,Unknown,interview,Chandan,995068914,,
Headline_9afbf31c1f70,https://obfuscated.source.example/113a3f82ac0b626e,No,Unknown,interview,Chandan,380513062,,
Headline_1912dae9623c,https://obfuscated.source.example/ed79069b02d28e21,No,Unknown,interview,Chandan,117101515,,
Headline_76244e911312,https://obfuscated.source.example/55e9fbde73eb6083,No,Unknown,interview,Chandan,370783105,,
Headline_9063fc444adf,https://obfuscated.source.example/4984f055d802c889,No,Unknown,interview,Chandan,412260780,,
Headline_fec9deab7875,https://obfuscated.source.example/5e18125217411e95,No,Unknown,interview,Chandan,144460049,,
Headline_633f4747f616,https://obfuscated.source.example/da15651979bef781,No,Unknown,interview,Chandan,350276422,,
Headline_e051e5d86b63,https://obfuscated.source.example/f954c2ce165fb00d,No,Unknown,interview,Chandan,705792486,,
Headline_23effe53f715,https://obfuscated.source.example/fe45c8c79b7250b3,No,Unknown,interview,Chandan,177456234,,
Headline_a3ce1f8f7255,https://obfuscated.source.example/202772a6e738c0db,No,Unknown,interview,Chandan,269580115,,
Headline_5819db41e087,https://obfuscated.source.example/2108b0a58344b5a3,No,Unknown,interview,Chandan,420051528,,
Headline_4c2705923480,https://obfuscated.source.example/40df91665d550951,No,Unknown,interview,Chandan,876943759,,
Headline_938ffb539d82,https://obfuscated.source.example/08ae2a0c701887b8,No,Unknown,interview,Chandan,133175862,,
Headline_9cd6ed8b63da,https://obfuscated.source.example/acbddf80da0cb355,No,Unknown,interview,Chandan,305892896,,
Headline_ec9431984da5,https://obfuscated.source.example/44c40322ec388fe2,No,Unknown,interview,Chandan,537031897,,
Headline_070d506a1872,https://obfuscated.source.example/542f35176695d39e,No,Unknown,interview,Chandan,123696738,,
Headline_40bd963b7613,https://obfuscated.source.example/c43c80661352b6d3,No,Unknown,interview,Chandan,902731822,,
Headline_2d07471c28b5,https://obfuscated.source.example/0163eff9e66e3b1b,No,Unknown,speech,Chandan,47426729,,
Headline_9b84e8224a41,https://obfuscated.source.example/26300b47509b106f,No,Unknown,interview,Chandan,682809496,,
Headline_e0de24681d07,https://obfuscated.source.example/24c03dbe2ab8ba8b,No,Unknown,interview,Chandan,648492980,,
Headline_bdede6106e5a,https://obfuscated.source.example/78d8fcd61845d5f9,No,Unknown,interview,Chandan,45413318,,
Headline_cf595ab2f1ec,https://obfuscated.source.example/36b92a202e6f5394,No,Unknown,interview,Chandan,697099384,,
Headline_7378613764bf,https://obfuscated.source.example/cb8d44653877ef0b,No,Unknown,interview,Chandan,893784977,,
Headline_532b1b923c94,https://obfuscated.source.example/f4cc039ec16e7faf,No,Unknown,interview,Chandan,560107736,,
Headline_9b83d0ca9f7b,https://obfuscated.source.example/33b78c7811dabaea,No,Unknown,interview,Chandan,270671729,,
,https://obfuscated.source.example/33b78c7811dabaea,No,Unknown,news bulletin,Chandan,451763321,,
Headline_aae8ee6c0c2a,https://obfuscated.source.example/e72f9f3498616269,No,Unknown,special reports,Neha,633032414,,
Headline_fa83c24ae5b6,https://obfuscated.source.example/28fbc14c9d63002b,No,Unknown,special reports,Neha,681454418,,
Headline_12685ab7cee3,https://obfuscated.source.example/0a17c10c8256cbe6,No,Unknown,press conference,Neha,112118794,,
Headline_a6b22839a1e1,https://obfuscated.source.example/73d987b15fbac61a,No,Unknown,special reports,Neha,449383383,,
Headline_293098106c04,https://obfuscated.source.example/8a5c9b820583af2b,No,Unknown,press conference,Neha,635436305,,
Headline_f3607e1da181,https://obfuscated.source.example/2ba80810f6398882,No,Unknown,press conference,Neha,835006926,,
Headline_59150e932bd6,https://obfuscated.source.example/77a4d0a2c6d9c0c3,No,Unknown,press conference,Neha,433066927,,
Headline_5b928e1000c3,https://obfuscated.source.example/629ca07d4c2a0272,No,Unknown,debate,Neha,633329038,,
Headline_5c14d3c84398,https://obfuscated.source.example/5b4c6bc547680871,No,Unknown,debate,Neha,455690681,,
Headline_732a02b9e50d,https://obfuscated.source.example/b8085aaeb5f53dcd,No,Unknown,debate,Neha,950281673,,
Headline_a322e6b86786,https://obfuscated.source.example/d9b1bd4387b32e41,No,Unknown,news bulletin,Neha,507532565,,
Headline_23d74875553f,https://obfuscated.source.example/e05272410f5ef814,No,Unknown,news bulletin,Neha,904907171,,
Headline_231ccfc0576b,https://obfuscated.source.example/c4a777b450c034cd,No,Unknown,interview,Neha,423815260,,
Headline_d0e3d67c665c,https://obfuscated.source.example/422d14e391027d6f,No,Unknown,news bulletin,Neha,132994121,,
Headline_b0eae7ad02f4,https://obfuscated.source.example/9a98144240700cc4,No,Unknown,interview,Neha,263078474,,
Headline_0288ce9c7d5c,https://obfuscated.source.example/d0102069389a922b,No,Unknown,interview,Neha,880306506,,
,https://obfuscated.source.example/c6944e2c20f7b360,No,Unknown,news bulletin,Neha,877275130,,
Headline_bc92b7b34172,https://obfuscated.source.example/c00699dc13205fba,No,Unknown,interview,Neha,1655388,,
Headline_b9ef5084dbc6,https://obfuscated.source.example/c671fac2a52f43fd,No,Unknown,interview,sukhleen,154664265,,
Headline_32f0a7f7885c,https://obfuscated.source.example/ccea6c657be44269,No,Unknown,press conference,sukhleen,28081017,,
Headline_5c7fcfcb4336,https://obfuscated.source.example/836f29a59cba3241,No,Unknown,press conference,sukhleen,216875019,,
Headline_12fc1bdf1aa3,https://obfuscated.source.example/f5316b81c27860d7,No,Unknown,special reports,sukhleen,160995798,,
Headline_389e75a87285,https://obfuscated.source.example/6bb31482ef017f78,No,Unknown,interview,sukhleen,872428146,,
Headline_3e1cdcc6f955,https://obfuscated.source.example/bf9bd9afd19dd1b0,No,Unknown,news bulletin,sukhleen,524039361,,
Headline_fdf1f1208d72,https://obfuscated.source.example/f65ccedfa19756aa,No,Unknown,debate,sukhleen,353224862,,
Headline_ed92dfa57e9e,https://obfuscated.source.example/da684597437e60d2,No,Unknown,interview,sukhleen,342077594,,
Headline_e14d77ed969b,https://obfuscated.source.example/0eb91a0331e3a4ea,No,Unknown,special reports,sukhleen,573919613,,
Headline_413be3a4ed4a,https://obfuscated.source.example/0eb91a0331e3a4ea,No,Unknown,press conference,sukhleen,631427905,,
Headline_08619ba440dd,https://obfuscated.source.example/c671fac2a52f43fd,No,Unknown,debate,sukhleen,977628244,,
Headline_c42de10f8a2f,https://obfuscated.source.example/c671fac2a52f43fd,No,Unknown,news bulletin,sukhleen,791956901,,
Headline_ab555d6efda5,https://obfuscated.source.example/0eb91a0331e3a4ea,No,Unknown,interview,sukhleen,596706524,,
Headline_27ba0839efce,https://obfuscated.source.example/6e3bc0153c84f90c,No,Unknown,interview,Chandan,215933132,,
Headline_75e91416fbb2,https://obfuscated.source.example/6e3bc0153c84f90c,No,Unknown,interview,Chandan,223759839,,
Headline_6d092ecf4c5e,https://obfuscated.source.example/86d5b3ad89ee109d,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),691435070,,
Headline_6ba93148161c,https://obfuscated.source.example/82c10987e0808858,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),59273114,,
Headline_14a60df29a5c,https://obfuscated.source.example/b9ba8ad01a90b1d9,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),648508463,,
Headline_af2a6ba78a6f,https://obfuscated.source.example/ba9ca429a2160818,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),326445323,,
Headline_e3cf8410e7c5,https://obfuscated.source.example/47dc6f7921d4568c,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),405811515,,
Headline_9e5591a6483c,https://obfuscated.source.example/184ca4e4bc4ae383,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),4695354,,
Headline_e5838dcebfe5,https://obfuscated.source.example/ef8a3496ce365c89,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),805174980,,
Headline_c5b96203c900,https://obfuscated.source.example/088599fa79dee812,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),825536616,,
Headline_fcb005b1226d,https://obfuscated.source.example/c5199f713db259af,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),990280402,,
Headline_51a213fc9bfe,https://obfuscated.source.example/7501ecc340d991df,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),19648972,,
Headline_f5d1b3fa4f59,https://obfuscated.source.example/524ab372e47a61f7,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),352570567,,
Headline_5d4896586e09,https://obfuscated.source.example/23cf2b26a0f16038,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),621684879,,
Headline_bce622c2609f,https://obfuscated.source.example/dbe705fd91f86734,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),606238416,,
Headline_e60296b35252,https://obfuscated.source.example/da3f662e851778da,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),150061584,,
Headline_53b2c8867648,https://obfuscated.source.example/ac41d2fcd24758e6,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),209448316,,
Headline_e8fa4eb7b3c5,https://obfuscated.source.example/532294ca396991fa,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),543525960,,
Headline_418a0566762c,https://obfuscated.source.example/f9db60a2834aad64,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),965458400,,
Headline_065da8116880,https://obfuscated.source.example/bc7e54430c7dd77e,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),582122333,,
Headline_46ce961de7c4,https://obfuscated.source.example/60d4c71e1e5d16e8,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),417273844,,
Headline_7221bb47b145,https://obfuscated.source.example/d63bc1457d6a7377,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),548439479,,
Headline_b97c375095b7,https://obfuscated.source.example/b48439cd224b4c8b,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),454318624,,
Headline_9c2c756ace05,https://obfuscated.source.example/301f21a9b552bab9,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),2297403,,
Headline_303c3f47ab6d,https://obfuscated.source.example/b7f310a0fb8f2c49,No,Unknown,news bulletin,Deepika Uniyal (QA testaing.com),162909689,,
Headline_c58029cb612d,https://obfuscated.source.example/f34987676cc1fa2d,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),677666162,,
Headline_4ff20e04fc7a,https://obfuscated.source.example/6d623c07d7fd89c0,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),329024710,,
Headline_a048fd43aadf,https://obfuscated.source.example/6ef6fe253618be12,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),185632855,,
Headline_bf0627263403,https://obfuscated.source.example/e43dd2454873222c,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),282199568,,
Headline_df2fa473ba56,https://obfuscated.source.example/684e1f45ce76effc,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),579301399,,
Headline_9fb5f9934dc2,https://obfuscated.source.example/630ab2279265894c,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),322629056,,
Headline_53b44a984db0,https://obfuscated.source.example/37b330201ba8a857,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),577810099,,
Headline_e55e5e35d1a2,https://obfuscated.source.example/16357ecbafe7708c,No,Unknown,news bulletin,Deepika Uniyal (QA testaing.com),195522419,,
Headline_4c29756930f2,https://obfuscated.source.example/cb659631d8ca8b93,No,Unknown,news bulletin,Chandan,821865162,,
Headline_aa74c39bea95,https://obfuscated.source.example/3e929e77d8ee9c0c,No,Unknown,interview,Prithviraj,80984661,,
Headline_00eeb0099a85,https://obfuscated.source.example/1e8cea0e5fa22b94,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),345926382,,
Headline_487c53f2c9bd,https://obfuscated.source.example/70a07840734741ee,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),846490562,,
Headline_84081a47eed3,https://obfuscated.source.example/3e929e77d8ee9c0c,No,Unknown,interview,Prithviraj,6739784,,
,https://obfuscated.source.example/d7b3628b18fd9cc8,No,Unknown,interview,Nitesh,359963234,,
Headline_a6a145db7f60,https://obfuscated.source.example/97e4668c39d85940,No,Unknown,special reports,Neha,291427408,,
Headline_620904d9f193,https://obfuscated.source.example/752f5b2949edf8e7,No,Unknown,special reports,Neha,799851666,,
Headline_09a0f88f6f28,https://obfuscated.source.example/b37b7494ae675f6f,No,Unknown,special reports,Neha,617171069,,
Headline_26cabd4f8f09,https://obfuscated.source.example/4af121d158e6ba77,No,Unknown,special reports,Neha,776800889,,
Headline_7f0b85b9ce9e,https://obfuscated.source.example/1b376e79a549cf9e,No,Unknown,special reports,Neha,58831210,,
Headline_95dbaf44f3fb,https://obfuscated.source.example/a6c822d8d5cf84de,No,Unknown,news bulletin,Shadab,321445860,,
Headline_73220b68142c,https://obfuscated.source.example/5a082c67b129de7c,No,Unknown,news bulletin,Shadab,775544411,,
Headline_54b03e400c98,https://obfuscated.source.example/4c267fe752ed476b,No,Unknown,news bulletin,Shadab,86607401,,
Headline_509048759664,https://obfuscated.source.example/a08ed0635ee39983,No,Unknown,news bulletin,Deepika Uniyal (QA testaing.com),415949800,,
Headline_e156984f25d8,https://obfuscated.source.example/462230290d4a9aa9,No,Unknown,news bulletin,Deepika Uniyal (QA testaing.com),411362344,,
,https://obfuscated.source.example/15976885f1c8ef69,No,Unknown,interview,Chandan,750124290,,
,https://obfuscated.source.example/7d0a0f8c66c96f53,No,Unknown,news bulletin,Chandan,792387479,,
Headline_756864f3290e,https://obfuscated.source.example/0b98e307b7f242cd,No,Unknown,speech,Deepika Uniyal (QA testaing.com),860353413,,
Headline_03dbb1cf2132,https://obfuscated.source.example/17d3527602a875ee,No,Unknown,speech,Deepika Uniyal (QA testaing.com),975398952,,
Headline_e9beaea6789f,https://obfuscated.source.example/265d79140e073344,No,Unknown,speech,Deepika Uniyal (QA testaing.com),49497330,,
Headline_c8d7f832f52b,https://obfuscated.source.example/351e4f59e728ce2e,No,Unknown,speech,Deepika Uniyal (QA testaing.com),603282198,,
Headline_d68bc11e9777,https://obfuscated.source.example/6d010c9cd0ac032e,No,Unknown,speech,Deepika Uniyal (QA testaing.com),685088975,,
Headline_e18e651507ab,https://obfuscated.source.example/eb8e78d292296889,No,Unknown,speech,Deepika Uniyal (QA testaing.com),181019098,,
Headline_99206b728a95,https://obfuscated.source.example/7204f9d645feb7cd,No,Unknown,speech,Deepika Uniyal (QA testaing.com),723351044,,
Headline_fd73b3c7ceee,https://obfuscated.source.example/d260902141cb67f4,No,Unknown,speech,Deepika Uniyal (QA testaing.com),487443732,,
Headline_2a53ebc67e56,https://obfuscated.source.example/7be27f53780a0239,No,Unknown,speech,Deepika Uniyal (QA testaing.com),852627160,,
Headline_09294c463c86,https://obfuscated.source.example/8ce1f8243e7a1880,No,Unknown,speech,Deepika Uniyal (QA testaing.com),245777786,,
Headline_5aba0561a160,https://obfuscated.source.example/0cf0e3c9e2581042,No,Unknown,speech,Deepika Uniyal (QA testaing.com),202924424,,
Headline_5edd5407780b,https://obfuscated.source.example/923636c5efa8a31c,No,Unknown,speech,Deepika Uniyal (QA testaing.com),925302666,,
Headline_65d750013343,https://obfuscated.source.example/e5178e70d135ed24,No,Unknown,speech,Deepika Uniyal (QA testaing.com),161222153,,
Headline_d68bc11e9777,https://obfuscated.source.example/fa5c200779eddb7a,No,Unknown,speech,Deepika Uniyal (QA testaing.com),840526682,,
Headline_f300e3a5d9e5,https://obfuscated.source.example/40bbced0c59af89b,No,Unknown,speech,Deepika Uniyal (QA testaing.com),77812308,,
Headline_5f3071bc94e2,https://obfuscated.source.example/880038a3d384a4af,No,Unknown,speech,Deepika Uniyal (QA testaing.com),871190518,,
Headline_128a9441fc05,https://obfuscated.source.example/ae1543bfb391ee94,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),680771904,,
Headline_65f929539633,https://obfuscated.source.example/85f6b359e6544535,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),900312758,,
Headline_c3e963eeec4b,https://obfuscated.source.example/0e552c499c1b6d79,No,Unknown,interview,Shadab,80497698,,
Headline_c6eacaca5b9e,https://obfuscated.source.example/1bba54b9547fe5e9,No,Unknown,interview,Shadab,134803936,,
Headline_0e50f13d2ab0,https://obfuscated.source.example/1de0b369258c331d,No,Unknown,interview,Shadab,709929720,,
Headline_2b88f30de9c6,https://obfuscated.source.example/1d166b6913931c87,No,Unknown,interview,Shadab,766495468,,
Headline_7615776daf89,https://obfuscated.source.example/29ba273ecd8f725f,No,Unknown,interview,Shadab,345452767,,
Headline_b367dd8852e3,https://obfuscated.source.example/4359f477457ab406,No,Unknown,interview,Shadab,250183078,,
Headline_0f76ec99e058,https://obfuscated.source.example/9da0dbb0585242db,No,Unknown,interview,Shadab,528591755,,
Headline_6fae8c1e27e3,https://obfuscated.source.example/018912ce888d1f75,No,Unknown,interview,Shadab,42845757,,
Headline_466dcc986a89,https://obfuscated.source.example/f28b77de73a09f68,No,Unknown,interview,Shadab,361023974,,
Headline_e4e147b6508d,https://obfuscated.source.example/560ae435144a8ca4,No,Unknown,interview,Shadab,286735906,,
Headline_7abb8e814579,https://obfuscated.source.example/6dd2a95f8c770c73,No,Unknown,speech,Subhesh,187202043,,
Headline_abc473e4ed7b,https://obfuscated.source.example/99db1e30d3d90c7e,No,Unknown,speech,Adarsh (Frammer),191865804,,
Headline_cf015024eac8,https://obfuscated.source.example/cec0de654e54e57f,No,Unknown,news bulletin,Alok Rai,366347200,,
Headline_90fcb7e42d72,https://obfuscated.source.example/4a2be1fb4542c23e,No,Unknown,news bulletin,Deepika Uniyal (QA testaing.com),92895215,,
Headline_5117fbc87ae9,https://obfuscated.source.example/2ab28c1991083830,No,Unknown,news bulletin,Deepika Uniyal (QA testaing.com),334282376,,
Headline_8c79e5bf5efc,https://obfuscated.source.example/1e812c7529451ee7,No,Unknown,news bulletin,Deepika Uniyal (QA testaing.com),15975662,,
Headline_7edfd6bd1736,https://obfuscated.source.example/c1b1aa2dd8b3544e,No,Unknown,news bulletin,Deepika Uniyal (QA testaing.com),254385909,,
Headline_3e5f3c21135f,https://obfuscated.source.example/d975b9c1c2d46407,No,Unknown,news bulletin,Deepika Uniyal (QA testaing.com),198963930,,
Headline_13a9bdd4e427,https://obfuscated.source.example/ea5eabffd2e497a7,No,Unknown,news bulletin,Deepika Uniyal (QA testaing.com),322845970,,
Headline_299546dfa318,https://obfuscated.source.example/19fc338747038417,No,Unknown,news bulletin,Deepika Uniyal (QA testaing.com),489532422,,
Headline_724242fe2ad1,https://obfuscated.source.example/01e663e0ec8eadf3,No,Unknown,special reports,Subhesh,452385411,,
Headline_6bff2a3e43bc,https://obfuscated.source.example/91afa319260e426b,No,Unknown,special reports,Subhesh,981231591,,
,https://obfuscated.source.example/43385b1f6018bf7f,No,Unknown,news bulletin,Chandan,476004136,,
,https://obfuscated.source.example/e5c15dc855f3e312,No,Unknown,speech,Chandan,416126239,,
Headline_31ff0fa190c8,https://obfuscated.source.example/c8d75f6889535903,No,Unknown,news bulletin,Deepika Uniyal (QA testaing.com),65379335,,
Headline_4384e5fd4fb6,https://obfuscated.source.example/4e66fd516b0d7281,No,Unknown,speech,Deepika Uniyal (QA testaing.com),699158872,,
Headline_5d238a083682,https://obfuscated.source.example/b0af382d7bd3c512,No,Unknown,speech,Deepika Uniyal (QA testaing.com),32105253,,
Headline_e9c66f0952bc,https://obfuscated.source.example/56f72a127d530d78,No,Unknown,news bulletin,Dheeraj Pareek(QA theveritycorp.com),979051180,,
Headline_35dd17e6abfd,https://obfuscated.source.example/42d2654ebe8746f0,No,Unknown,news bulletin,Dheeraj Pareek(QA theveritycorp.com),142890402,,
Headline_08c74eb43431,https://obfuscated.source.example/b47289565be769bd,No,Unknown,speech,Deepika Uniyal (QA testaing.com),780321274,,
Headline_65c458ed1bbe,https://obfuscated.source.example/0507e446de060ebc,No,Unknown,special reports,Alok Rai,786199382,,
Headline_72a6e8735cef,https://obfuscated.source.example/49997f78e29f1af1,No,Unknown,interview,Deepika Uniyal (QA testaing.com),430825472,,
Headline_c470879bdf83,https://obfuscated.source.example/5fac0a46727b681d,No,Unknown,special reports,Subhesh,254416493,,
Headline_cecab33c5b4d,https://obfuscated.source.example/12955a419ed94fed,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),402553839,,
Headline_0304b7938b47,https://obfuscated.source.example/0bc999959ef51655,No,Unknown,interview,Dheeraj Pareek(QA theveritycorp.com),699948648,,
Headline_9df7a82a525d,https://obfuscated.source.example/4f2a0bd4e364aae2,No,Unknown,debate,Deepika Uniyal (QA testaing.com),220680603,,
Headline_d0ccf0d5e898,https://obfuscated.source.example/91e188b15ba506f0,No,Unknown,debate,Deepika Uniyal (QA testaing.com),734022653,,
Headline_0cdaefd453fd,https://obfuscated.source.example/a5c4d81a68c2f48e,No,Unknown,debate,Deepika Uniyal (QA testaing.com),185201144,,
Headline_5f8bf2de19b4,https://obfuscated.source.example/c80cd4800cf15be2,No,Unknown,debate,Deepika Uniyal (QA testaing.com),134308548,,
Headline_dc7b8a029877,https://obfuscated.source.example/3dd8e483c53f3562,No,Unknown,special reports,Deepika Uniyal (QA testaing.com),204487824,,
Headline_e017e521baed,https://obfuscated.source.example/008d9cb482f2d52c,No,Unknown,special reports,Deepika Uniyal (QA testaing.com),17885772,,
